item_id,nsn,nomenclature,category,qty_on_hand,qty_required,shortage,unit_of_issue,condition_code,serial_number,sensitivity_class,location_id,responsible_marine,last_inventoried_date,last_inventoried_iso,last_lateral_transfer_date,days_since_inventory,days_since_lateral_transfer,inventory_overdue,nmc_impacting
ITM-000113,5510-89-161-5365,"Lumber 2x4x8, Bundle",Class IV — Construction,132,132,0,BD,A,,ROUTINE,WHSE-B2,"Sgt Pham, D.",2026-03-27,2026-03-27T23:00:00+00:00,,30,9999,False,False
ITM-000114,5820-71-090-0880,MTVR MK23 7-ton,Class VII — Major End Items,1,3,2,EA,A,USMC-UMWESK5C,ROUTINE,VBAY-02,"Cpl Diallo, S.",2026-04-21,2026-04-21T05:00:00+00:00,,6,9999,False,False
ITM-000115,9150-98-674-0638,Hydraulic Fluid OE-46,Class III — POL,25,30,5,DR,C,,HAZMAT,ARM-103,"Cpl Boudreau, A.",2026-04-16,2026-04-16T10:00:00+00:00,2026-03-17,11,41,False,False
ITM-000116,8430-56-215-7281,"Cold Weather Parka, Med",Class II — Clothing & Individual Equip,49,49,0,EA,B,,ROUTINE,WHSE-B2,"Sgt Carrillo, R.",2025-12-26,2025-12-26T02:00:00+00:00,2026-04-07,122,19,True,False
ITM-000117,5945-88-618-4438,AN/VRC-103 Mount Kit,Class IX — Repair Parts,24,22,0,EA,A,,ROUTINE,WHSE-A1,"GySgt Yelovich, M.",2026-04-25,2026-04-25T05:00:00+00:00,2026-04-25,2,1,False,False
ITM-000118,2920-38-547-2968,PRC-117 Battery BB-2590,Class IX — Repair Parts,9,9,0,EA,A,,SENSITIVE,VBAY-03,"SSgt Whitfield, T.",2026-04-21,2026-04-21T03:00:00+00:00,2026-04-20,6,7,False,False
ITM-000119,8910-14-184-6232,UGR-A Component Pack,Class I — Subsistence,152,150,0,CS,B,,SENSITIVE,WHSE-A2,"Sgt Carrillo, R.",2026-04-22,2026-04-22T01:00:00+00:00,2026-04-27,5,0,False,False
ITM-000120,8420-51-446-7125,"Shemagh, Tan",Class II — Clothing & Individual Equip,177,176,0,EA,A,,ROUTINE,WHSE-B1,"MSgt Quinones, V.",2026-02-27,2026-02-27T01:00:00+00:00,2026-04-21,59,5,False,False
ITM-000121,1330-96-310-4927,"M67 Frag, 4-grenade Pack",Class V — Ammunition,26,26,0,BX,F,,ARMS,ARM-101,"Sgt Carrillo, R.",2026-04-26,2026-04-26T05:00:00+00:00,,1,9999,False,False
ITM-000122,5820-08-879-6681,AN/PEQ-15 IR Aim Light,Class VII — Major End Items,1,1,0,EA,A,USMC-56NVTWKM,SENSITIVE,VBAY-02,"Cpl Kowalski, P.",2026-04-02,2026-04-02T19:00:00+00:00,,24,9999,False,False
ITM-000123,5945-25-756-8417,AN/VRC-103 Mount Kit,Class IX — Repair Parts,6,6,0,EA,A,,SENSITIVE,ARM-101,"SSgt Whitfield, T.",2026-04-01,2026-04-01T23:00:00+00:00,,25,9999,False,False
ITM-000124,5945-88-813-6193,"MTVR Air Filter, Element",Class IX — Repair Parts,13,12,0,EA,A,,SENSITIVE,WHSE-A2,"MSgt Quinones, V.",2026-04-13,2026-04-13T21:00:00+00:00,,13,9999,False,False
ITM-000125,6135-09-187-8414,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,10,10,0,EA,A,,SENSITIVE,VBAY-01,"SSgt Whitfield, T.",2026-04-12,2026-04-12T02:00:00+00:00,2026-02-22,15,63,False,False
ITM-000126,8420-90-687-7019,"Helmet ECH, Large",Class II — Clothing & Individual Equip,18,16,0,EA,B,,SENSITIVE,WHSE-B1,"Cpl Iwamoto, K.",2026-02-22,2026-02-22T17:00:00+00:00,2026-04-24,63,2,True,False
ITM-000127,1305-61-031-0862,"12-ga 00 Buck, Case",Class V — Ammunition,48,46,0,BX,A,,ARMS,ARM-101,"Sgt Alvarado, M.",2026-04-22,2026-04-22T19:00:00+00:00,2026-04-23,4,3,False,False
ITM-000128,5945-58-162-5933,"Tire, MTVR, 16R20",Class IX — Repair Parts,17,19,2,EA,A,,ROUTINE,WHSE-A1,"Sgt Pham, D.",2025-12-25,2025-12-25T17:00:00+00:00,2026-02-16,122,69,True,False
ITM-000129,8470-63-846-7928,Civil Affairs Handout Kit,Class X — Non-Mil Programs,49,48,0,KT,B,,ROUTINE,WHSE-B2,"MSgt Quinones, V.",2026-01-31,2026-01-31T03:00:00+00:00,2026-02-18,86,67,True,False
ITM-000130,8430-86-190-5596,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,197,197,0,EA,F,,SENSITIVE,WHSE-B2,"Sgt Olufsen, K.",2026-04-04,2026-04-04T09:00:00+00:00,2026-03-26,23,32,False,False
ITM-000131,9150-12-171-5577,"JP-8, 55-gal Drum",Class III — POL,13,13,0,DR,A,,ROUTINE,WHSE-A2,"Sgt Olufsen, K.",2026-04-21,2026-04-21T16:00:00+00:00,2026-04-09,5,17,False,False
ITM-000132,8430-62-915-0152,"Shemagh, Tan",Class II — Clothing & Individual Equip,31,32,1,EA,F,,ROUTINE,WHSE-B2,"Sgt Alvarado, M.",2026-03-01,2026-03-01T22:00:00+00:00,,56,9999,False,False
ITM-000133,5855-31-986-4985,"M240B MG, Serialized",Class VII — Major End Items,1,0,0,EA,A,USMC-PL89EVU9,SENSITIVE,VBAY-02,"Sgt Pham, D.",2026-04-11,2026-04-11T20:00:00+00:00,2026-04-27,15,0,False,False
ITM-000134,8970-17-255-4881,"Coffee, Instant, Case",Class I — Subsistence,170,170,0,CS,A,,ROUTINE,WHSE-A1,"SSgt Reyes, J.",2026-03-24,2026-03-24T17:00:00+00:00,,33,9999,False,False
ITM-000135,8910-11-854-8784,"MRE Case, Menu B",Class I — Subsistence,129,129,0,CS,A,USMC-Z6M9Q2NB,CCI,WHSE-A2,"GySgt Yelovich, M.",2026-04-18,2026-04-18T15:00:00+00:00,2026-02-11,8,75,False,False
ITM-000136,5855-31-749-7350,JLTV M1278A1 Heavy Gun Carrier,Class VII — Major End Items,1,6,5,EA,F,USMC-JR2BG7BG,SENSITIVE,VBAY-01,"Cpl Marin, L.",2026-02-21,2026-02-21T16:00:00+00:00,2026-04-14,64,13,True,True
ITM-000137,5855-93-704-2491,AN/PRC-152A Handheld,Class VII — Major End Items,1,3,2,EA,B,USMC-HZ83WR28,SENSITIVE,VBAY-01,"GySgt Underwood, R.",2026-04-15,2026-04-15T18:00:00+00:00,2026-02-27,11,59,False,False
ITM-000138,8470-09-955-5861,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,93,92,0,KT,B,,ROUTINE,WHSE-B2,"Cpl Diallo, S.",2026-04-26,2026-04-26T11:00:00+00:00,2026-03-15,1,43,False,False
ITM-000139,8915-23-929-1304,UGR-A Component Pack,Class I — Subsistence,28,28,0,CS,F,,ROUTINE,WHSE-A1,"Cpl Diallo, S.",2026-02-27,2026-02-27T17:00:00+00:00,,58,9999,False,False
ITM-000140,9130-72-815-5233,"JP-8, 55-gal Drum",Class III — POL,26,26,0,DR,B,,SENSITIVE,HAZ-Y1,"Sgt Olufsen, K.",2026-04-13,2026-04-13T05:00:00+00:00,2026-03-25,14,32,False,False
ITM-000141,9140-56-806-2396,"Lubricant, GAA, Tube",Class III — POL,43,43,0,DR,F,,HAZMAT,HAZ-Y1,"Cpl Diallo, S.",2026-04-22,2026-04-22T15:00:00+00:00,2026-04-01,4,26,False,False
ITM-000142,8420-42-523-9260,"Helmet ECH, Large",Class II — Clothing & Individual Equip,16,21,5,EA,B,,ARMS,WHSE-B1,"Sgt Alvarado, M.",2026-04-18,2026-04-18T11:00:00+00:00,2026-03-12,9,46,False,False
ITM-000143,8910-96-453-9620,"MRE Case, Menu A",Class I — Subsistence,18,20,2,CS,A,,ROUTINE,WHSE-A2,"Cpl Henderson, B.",2025-09-26,2025-09-26T11:00:00+00:00,2026-04-16,213,10,True,False
ITM-000144,9905-28-485-2069,"Humanitarian Tarps, Pallet",Class X — Non-Mil Programs,200,202,2,KT,A,,HAZMAT,WHSE-B2,"Cpl Henderson, B.",2026-04-21,2026-04-21T03:00:00+00:00,2026-01-20,6,97,False,False
ITM-000145,5855-02-714-8120,"AN/PVS-14 NVG, Mono",Class VII — Major End Items,1,1,0,EA,B,USMC-4DRBWLCG,SENSITIVE,VBAY-02,"GySgt Yelovich, M.",2026-03-30,2026-03-30T15:00:00+00:00,2026-03-20,27,37,False,False
ITM-000146,5945-71-730-9837,PRC-117 Battery BB-2590,Class IX — Repair Parts,16,16,0,EA,B,,ROUTINE,WHSE-B1,"MSgt Quinones, V.",2026-03-18,2026-03-18T06:00:00+00:00,2026-04-20,40,6,False,False
ITM-000147,1305-44-392-6826,"5.56 Ball M855, 200rd Can",Class V — Ammunition,17,15,0,BX,A,,ARMS,ARM-101,"Cpl Henderson, B.",2026-04-20,2026-04-20T02:00:00+00:00,2026-02-15,7,71,False,False
ITM-000148,5945-32-230-8972,M-ATV Hub Assembly,Class IX — Repair Parts,8,9,1,EA,F,,SENSITIVE,WHSE-A2,"Cpl Boudreau, A.",2026-01-22,2026-01-22T14:00:00+00:00,2026-01-30,94,87,True,True
ITM-000149,8430-60-955-3458,"Shemagh, Tan",Class II — Clothing & Individual Equip,80,80,0,EA,F,,SENSITIVE,WHSE-B1,"Sgt Olufsen, K.",2026-04-23,2026-04-23T07:00:00+00:00,,4,9999,False,False
ITM-000150,2920-90-884-6139,M-ATV Hub Assembly,Class IX — Repair Parts,9,9,0,EA,F,,ROUTINE,WHSE-B1,"Sgt Alvarado, M.",2026-04-15,2026-04-15T04:00:00+00:00,2026-04-26,12,0,False,True
ITM-000151,1005-92-762-5461,"M240B MG, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-LHNCDFTC,SENSITIVE,COMSEC-1,"Sgt Olufsen, K.",2026-01-12,2026-01-12T06:00:00+00:00,2026-03-03,105,54,True,False
ITM-000152,2320-59-593-0614,"M240B MG, Serialized",Class VII — Major End Items,1,0,0,EA,F,USMC-TPKD5XMQ,SENSITIVE,VBAY-02,"Sgt Carrillo, R.",2026-04-03,2026-04-03T09:00:00+00:00,,24,9999,False,True
ITM-000153,9905-52-970-0642,Civil Affairs Handout Kit,Class X — Non-Mil Programs,177,177,0,KT,A,,ROUTINE,WHSE-B2,"Cpl Henderson, B.",2025-06-02,2025-06-02T11:00:00+00:00,2026-03-15,329,43,True,False
ITM-000154,8465-54-973-8795,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,141,141,0,EA,A,,ROUTINE,WHSE-B2,"Cpl Marin, L.",2026-01-05,2026-01-05T20:00:00+00:00,2026-04-26,111,1,True,False
ITM-000155,5945-75-550-6616,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,7,8,1,EA,B,,SENSITIVE,MED-CAGE,"Cpl Diallo, S.",2026-04-26,2026-04-26T20:00:00+00:00,2026-02-28,0,57,False,False
ITM-000156,8915-20-987-7982,"Coffee, Instant, Case",Class I — Subsistence,117,115,0,CS,F,,ROUTINE,ARM-102,"SSgt Reyes, J.",2026-03-27,2026-03-27T06:00:00+00:00,,31,9999,False,False
ITM-000157,6505-32-328-0161,"TXA, 1g IV, Vial",Class VIII — Medical,49,49,0,EA,A,,ARMS,MED-CAGE,"Cpl Boudreau, A.",2026-04-03,2026-04-03T15:00:00+00:00,2026-04-09,23,18,True,False
ITM-000158,2530-06-825-9947,M-ATV Hub Assembly,Class IX — Repair Parts,21,21,0,EA,B,,ARMS,WHSE-A2,"Sgt Carrillo, R.",2026-04-23,2026-04-23T22:00:00+00:00,2026-02-28,3,58,False,False
ITM-000159,5660-93-577-2253,"Plywood 4x8, Sheet",Class IV — Construction,12,17,5,BD,A,,SENSITIVE,WHSE-B2,"Sgt Pham, D.",2026-04-02,2026-04-02T17:00:00+00:00,2026-03-14,24,43,False,False
ITM-000160,5945-53-707-1826,"MTVR Air Filter, Element",Class IX — Repair Parts,12,12,0,EA,B,,ROUTINE,WHSE-A2,"Cpl Diallo, S.",2026-01-15,2026-01-15T12:00:00+00:00,2026-04-27,102,0,True,False
ITM-000161,2540-96-694-3480,AN/VRC-103 Mount Kit,Class IX — Repair Parts,14,15,1,EA,F,USMC-TLGHG4L9,CCI,ARM-102,"MSgt Quinones, V.",2026-04-25,2026-04-25T06:00:00+00:00,2025-12-13,2,135,False,True
ITM-000162,2530-55-275-9725,JLTV Brake Caliper Assy,Class IX — Repair Parts,3,8,5,EA,F,,SENSITIVE,WHSE-B1,"Cpl Henderson, B.",2025-12-03,2025-12-03T08:00:00+00:00,,145,9999,True,True
ITM-000163,1305-76-461-6599,"5.56 Ball M855, 200rd Can",Class V — Ammunition,3,3,0,BX,A,,ARMS,ARM-102,"Cpl Henderson, B.",2026-04-22,2026-04-22T02:00:00+00:00,2026-04-22,5,4,False,False
ITM-000164,2530-60-266-9013,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,4,5,1,EA,B,,ROUTINE,WHSE-A2,"GySgt Yelovich, M.",2026-04-20,2026-04-20T14:00:00+00:00,2026-03-28,6,30,False,False
ITM-000165,6515-60-118-6755,"Israeli Bandage 6""",Class VIII — Medical,189,189,0,EA,B,,SENSITIVE,MED-CAGE,"Cpl Boudreau, A.",2026-04-08,2026-04-08T19:00:00+00:00,2026-04-17,18,10,False,False
ITM-000166,8420-58-058-1847,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,130,131,1,EA,B,,ROUTINE,WHSE-B2,"Cpl Henderson, B.",2025-12-29,2025-12-29T11:00:00+00:00,,119,9999,True,False
ITM-000167,8915-83-971-4762,UGR-A Component Pack,Class I — Subsistence,165,167,2,CS,A,,ROUTINE,WHSE-A2,"Cpl Iwamoto, K.",2026-03-27,2026-03-27T01:00:00+00:00,2026-03-31,31,26,False,False
ITM-000168,1310-67-342-0248,"12-ga 00 Buck, Case",Class V — Ammunition,35,37,2,BX,A,,ARMS,ARM-101,"Sgt Pham, D.",2026-04-16,2026-04-16T09:00:00+00:00,2026-01-28,11,89,True,False
ITM-000169,1310-60-513-2949,"5.56 Ball M855, 200rd Can",Class V — Ammunition,33,38,5,BX,B,,ARMS,ARM-102,"Sgt Olufsen, K.",2026-04-21,2026-04-21T09:00:00+00:00,2026-03-17,6,41,False,False
ITM-000170,8465-00-555-9308,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,157,157,0,EA,B,,ROUTINE,ARM-102,"Sgt Olufsen, K.",2026-04-09,2026-04-09T18:00:00+00:00,2026-03-01,17,57,False,False
ITM-000171,8415-89-810-2628,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,47,47,0,EA,B,,ROUTINE,WHSE-B2,"Sgt Carrillo, R.",2026-03-29,2026-03-29T02:00:00+00:00,2026-02-07,29,78,False,False
ITM-000172,8430-89-594-4815,"Helmet ECH, Large",Class II — Clothing & Individual Equip,103,103,0,EA,A,,ROUTINE,WHSE-B2,"MSgt Quinones, V.",2026-03-29,2026-03-29T00:00:00+00:00,2026-04-13,29,14,False,False
ITM-000173,2320-61-590-4668,"M240B MG, Serialized",Class VII — Major End Items,1,2,1,EA,B,USMC-YGJC3SAF,SENSITIVE,ARM-103,"Cpl Iwamoto, K.",2025-12-21,2025-12-21T18:00:00+00:00,2026-04-10,126,17,True,False
ITM-000174,8910-84-886-5099,"MRE Case, Menu B",Class I — Subsistence,104,104,0,CS,A,,ROUTINE,WHSE-A1,"GySgt Underwood, R.",2026-03-02,2026-03-02T04:00:00+00:00,,56,9999,False,False
ITM-000175,5820-41-831-3836,MTVR MK23 7-ton,Class VII — Major End Items,1,1,0,EA,A,USMC-XPDLZGP2,SENSITIVE,ARM-102,"GySgt Yelovich, M.",2026-04-24,2026-04-24T10:00:00+00:00,2026-01-07,3,110,False,False
ITM-000176,5820-45-160-2386,MTVR MK23 7-ton,Class VII — Major End Items,1,6,5,EA,B,USMC-WHMRG2WH,SENSITIVE,ARM-103,"Cpl Henderson, B.",2026-04-13,2026-04-13T07:00:00+00:00,,14,9999,False,False
ITM-000177,5945-99-399-1769,AN/VRC-103 Mount Kit,Class IX — Repair Parts,1,3,2,EA,F,,SENSITIVE,WHSE-A2,"Cpl Henderson, B.",2026-04-14,2026-04-14T13:00:00+00:00,2026-04-12,12,15,False,True
ITM-000178,8520-69-785-7656,"Hygiene Kit, Field, Case",Class VI — Personal Demand,183,183,0,KT,B,,ROUTINE,WHSE-B1,"Sgt Alvarado, M.",2026-03-16,2026-03-16T16:00:00+00:00,2025-12-07,41,140,False,False
ITM-000179,6515-58-660-6468,"Decompression Needle, 14ga",Class VIII — Medical,179,179,0,EA,A,,SENSITIVE,MED-CAGE,"GySgt Underwood, R.",2026-04-15,2026-04-15T19:00:00+00:00,2026-04-11,11,15,False,False
ITM-000180,8430-48-060-3651,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,122,124,2,EA,A,,ROUTINE,WHSE-B2,"Cpl Kowalski, P.",2026-04-22,2026-04-22T13:00:00+00:00,2026-03-22,4,36,False,False
ITM-000181,8520-88-659-4880,"Hygiene Kit, Field, Case",Class VI — Personal Demand,198,198,0,KT,A,,SENSITIVE,WHSE-B1,"Cpl Henderson, B.",2026-02-27,2026-02-27T06:00:00+00:00,,59,9999,True,False
ITM-000182,5945-05-633-5162,PRC-117 Battery BB-2590,Class IX — Repair Parts,12,17,5,EA,B,,HAZMAT,VBAY-03,"GySgt Underwood, R.",2026-04-07,2026-04-07T05:00:00+00:00,2026-04-19,20,8,True,False
ITM-000183,8430-79-646-1304,"Plate Carrier, Medium",Class II — Clothing & Individual Equip,139,138,0,EA,C,,SENSITIVE,WHSE-B2,"GySgt Underwood, R.",2026-04-15,2026-04-15T19:00:00+00:00,2026-04-02,11,25,False,False
ITM-000184,8470-30-708-8470,Civil Affairs Handout Kit,Class X — Non-Mil Programs,12,17,5,KT,A,,SENSITIVE,VBAY-01,"Sgt Alvarado, M.",2026-04-09,2026-04-09T07:00:00+00:00,2026-03-09,18,48,False,False
ITM-000185,6510-81-166-2048,"Decompression Needle, 14ga",Class VIII — Medical,1,1,0,EA,B,,SENSITIVE,MED-CAGE,"Cpl Boudreau, A.",2026-02-23,2026-02-23T09:00:00+00:00,2026-03-26,63,32,True,False
ITM-000186,5610-12-223-0764,"Lumber 2x4x8, Bundle",Class IV — Construction,14,12,0,BD,A,,ROUTINE,VBAY-02,"Cpl Boudreau, A.",2026-04-06,2026-04-06T04:00:00+00:00,,21,9999,False,False
ITM-000187,5610-51-675-3762,"Concertina Wire, Roll",Class IV — Construction,130,130,0,BD,B,,SENSITIVE,COMSEC-1,"GySgt Underwood, R.",2026-04-06,2026-04-06T11:00:00+00:00,2026-03-12,21,45,False,False
ITM-000188,6510-43-787-8341,"Naloxone HCl, 4mg Nasal",Class VIII — Medical,30,30,0,EA,C,,SENSITIVE,MED-CAGE,"MSgt Quinones, V.",2026-03-30,2026-03-30T03:00:00+00:00,2026-04-15,28,11,False,False
ITM-000189,8465-50-204-1667,"Helmet ECH, Large",Class II — Clothing & Individual Equip,100,98,0,EA,A,,SENSITIVE,WHSE-B1,"Sgt Olufsen, K.",2026-04-20,2026-04-20T14:00:00+00:00,2026-01-28,6,89,False,False
ITM-000190,1330-50-504-0960,"5.56 Ball M855, 200rd Can",Class V — Ammunition,22,22,0,BX,C,,ARMS,ARM-102,"Sgt Pham, D.",2026-04-20,2026-04-20T16:00:00+00:00,,6,9999,False,False
ITM-000191,6135-66-284-7702,AN/VRC-103 Mount Kit,Class IX — Repair Parts,4,9,5,EA,B,,ROUTINE,WHSE-A1,"Cpl Diallo, S.",2026-04-22,2026-04-22T19:00:00+00:00,,4,9999,False,False
ITM-000192,1005-70-300-2479,MTVR MK23 7-ton,Class VII — Major End Items,1,1,0,EA,A,USMC-T8UMSEUA,SENSITIVE,ARM-103,"Cpl Boudreau, A.",2026-04-20,2026-04-20T23:00:00+00:00,,6,9999,False,False
ITM-000193,6135-06-697-8798,"MTVR Air Filter, Element",Class IX — Repair Parts,20,25,5,EA,B,,SENSITIVE,WHSE-B1,"SSgt Whitfield, T.",2026-04-15,2026-04-15T20:00:00+00:00,2026-03-29,11,28,False,False
ITM-000194,6510-93-851-6518,Combat Gauze Z-Fold,Class VIII — Medical,103,103,0,EA,A,,SENSITIVE,MED-CAGE,"Cpl Diallo, S.",2026-04-01,2026-04-01T07:00:00+00:00,2026-04-10,26,17,False,False
ITM-000195,5945-56-721-9025,PRC-117 Battery BB-2590,Class IX — Repair Parts,4,4,0,EA,F,,ROUTINE,VBAY-03,"Sgt Pham, D.",2026-01-19,2026-01-19T09:00:00+00:00,,98,9999,True,True
ITM-000196,8915-67-150-2013,UGR-A Component Pack,Class I — Subsistence,61,61,0,CS,F,USMC-PX7HHHQ3,CCI,WHSE-A2,"Sgt Pham, D.",2026-04-21,2026-04-21T12:00:00+00:00,2026-03-06,6,52,False,False
ITM-000197,2530-92-944-0146,JLTV Brake Caliper Assy,Class IX — Repair Parts,25,24,0,EA,A,,SENSITIVE,WHSE-B1,"Cpl Iwamoto, K.",2026-04-11,2026-04-11T10:00:00+00:00,2026-03-11,16,46,False,False
ITM-000198,2320-83-352-1071,"M240B MG, Serialized",Class VII — Major End Items,1,1,0,EA,B,USMC-CP2488WV,SENSITIVE,COMSEC-1,"Cpl Marin, L.",2026-03-27,2026-03-27T12:00:00+00:00,,31,9999,True,False
ITM-000199,8465-57-755-8375,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,57,57,0,EA,A,,ROUTINE,WHSE-B2,"Sgt Alvarado, M.",2026-04-11,2026-04-11T13:00:00+00:00,2026-02-26,15,59,False,False
ITM-000200,8915-40-066-0537,"MRE Case, Menu A",Class I — Subsistence,46,46,0,CS,B,,ROUTINE,ARM-101,"Cpl Henderson, B.",2026-04-08,2026-04-08T04:00:00+00:00,2026-03-06,19,51,False,False
ITM-000201,8420-75-715-9398,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,10,15,5,EA,C,,ROUTINE,WHSE-B1,"Sgt Pham, D.",2025-07-03,2025-07-03T22:00:00+00:00,2026-02-26,297,60,True,False
ITM-000202,2530-94-158-3520,AN/VRC-103 Mount Kit,Class IX — Repair Parts,2,3,1,EA,F,,ROUTINE,WHSE-B1,"GySgt Underwood, R.",2025-12-16,2025-12-16T19:00:00+00:00,,131,9999,True,True
ITM-000203,8415-00-392-8871,"Shemagh, Tan",Class II — Clothing & Individual Equip,113,118,5,EA,A,,ROUTINE,WHSE-B1,"GySgt Yelovich, M.",2026-04-06,2026-04-06T23:00:00+00:00,2026-04-08,20,19,False,False
ITM-000204,9140-37-809-8039,Hydraulic Fluid OE-46,Class III — POL,44,46,2,DR,A,,ROUTINE,HAZ-Y1,"Sgt Pham, D.",2026-03-28,2026-03-28T10:00:00+00:00,2026-03-13,30,45,False,False
ITM-000205,2530-99-741-1780,M-ATV Hub Assembly,Class IX — Repair Parts,16,16,0,EA,A,,ROUTINE,VBAY-03,"Cpl Henderson, B.",2026-04-09,2026-04-09T12:00:00+00:00,2026-01-22,18,94,False,False
ITM-000206,6510-90-727-2142,"CAT Tourniquet, Gen-7",Class VIII — Medical,158,158,0,EA,A,,ROUTINE,MED-CAGE,"SSgt Whitfield, T.",2026-04-16,2026-04-16T04:00:00+00:00,,11,9999,False,False
ITM-000207,8415-15-504-5511,"Boot, Combat, Size 10R",Class II — Clothing & Individual Equip,80,80,0,EA,B,,ROUTINE,WHSE-B1,"Cpl Henderson, B.",2025-12-05,2025-12-05T17:00:00+00:00,2026-03-05,142,53,True,False
ITM-000208,1005-24-780-2514,"M2A1 .50cal, Serialized",Class VII — Major End Items,1,1,0,EA,A,USMC-M3FVSXZS,SENSITIVE,COMSEC-1,"Cpl Boudreau, A.",2026-04-14,2026-04-14T14:00:00+00:00,,12,9999,False,False
ITM-000209,8415-76-265-8197,"Pack, USMC ILBE, OD",Class II — Clothing & Individual Equip,41,41,0,EA,F,,ROUTINE,WHSE-B2,"Sgt Olufsen, K.",2026-03-17,2026-03-17T16:00:00+00:00,2026-04-03,40,23,False,False
ITM-000210,9150-97-040-2855,"Coolant, Antifreeze, Gal",Class III — POL,13,18,5,DR,B,,ROUTINE,VBAY-02,"GySgt Underwood, R.",2026-02-14,2026-02-14T12:00:00+00:00,2026-03-09,72,48,True,False
ITM-000211,8465-52-315-3042,"Glove, Combat, Black, M",Class II — Clothing & Individual Equip,39,39,0,EA,A,,ROUTINE,WHSE-B2,"GySgt Underwood, R.",2026-04-19,2026-04-19T20:00:00+00:00,2026-04-02,7,24,False,False
ITM-000212,6135-92-737-3529,"Tire, MTVR, 16R20",Class IX — Repair Parts,10,9,0,EA,F,,ROUTINE,WHSE-A1,"Sgt Pham, D.",2026-04-06,2026-04-06T03:00:00+00:00,2026-04-27,21,0,False,True
ITM-000213,2540-06-838-8196,"MTVR Air Filter, Element",Class IX — Repair Parts,6,4,0,EA,A,,ROUTINE,WHSE-A1,"Sgt Olufsen, K.",2026-04-02,2026-04-02T08:00:00+00:00,2026-04-06,25,20,False,False
ITM-000214,1305-97-631-9862,"7.62 Linked M80A1, 100rd",Class V — Ammunition,36,36,0,BX,B,,ARMS,ARM-101,"Sgt Pham, D.",2026-04-22,2026-04-22T01:00:00+00:00,2026-04-09,5,17,False,False
ITM-000215,5855-50-636-9354,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,1,0,EA,C,USMC-85TGTJLJ,SENSITIVE,ARM-103,"GySgt Underwood, R.",2026-02-12,2026-02-12T15:00:00+00:00,2026-04-20,73,7,True,False
ITM-000216,5820-04-554-6410,"M4A1 Carbine, Serialized",Class VII — Major End Items,1,1,0,EA,F,USMC-WYPBYD35,SENSITIVE,VBAY-02,"Cpl Boudreau, A.",2026-02-24,2026-02-24T02:00:00+00:00,2026-04-27,62,0,True,True
ITM-000217,2920-02-428-2993,AN/VRC-103 Mount Kit,Class IX — Repair Parts,22,27,5,EA,F,,ROUTINE,WHSE-A1,"Cpl Iwamoto, K.",2026-04-04,2026-04-04T22:00:00+00:00,2026-03-18,22,40,False,True
ITM-000218,2530-03-913-7392,AN/VRC-103 Mount Kit,Class IX — Repair Parts,4,4,0,EA,A,,ROUTINE,WHSE-A1,"Cpl Henderson, B.",2026-03-25,2026-03-25T16:00:00+00:00,2026-03-12,32,45,False,False
ITM-000219,8915-97-386-6839,"MRE Case, Menu A",Class I — Subsistence,47,47,0,CS,A,,SENSITIVE,WHSE-A2,"Cpl Boudreau, A.",2026-04-18,2026-04-18T10:00:00+00:00,2026-04-17,9,9,False,False
ITM-000220,8910-63-661-3638,"MRE Case, Menu A",Class I — Subsistence,36,36,0,CS,F,,ROUTINE,WHSE-A1,"MSgt Quinones, V.",2026-04-16,2026-04-16T09:00:00+00:00,,11,9999,False,False
ITM-000221,2530-10-411-5205,"M240 Barrel Assy, Quick-Change",Class IX — Repair Parts,13,11,0,EA,A,,ROUTINE,WHSE-B1,"Cpl Kowalski, P.",2026-03-23,2026-03-23T04:00:00+00:00,2026-04-21,35,6,False,False
ITM-000222,1005-51-521-9834,"AN/PVS-14 NVG, Mono",Class VII — Major End Items,1,0,0,EA,A,USMC-AGL7DSTE,SENSITIVE,ARM-103,"GySgt Yelovich, M.",2026-02-18,2026-02-18T12:00:00+00:00,2026-04-16,68,10,True,False
ITM-000223,9130-96-601-3896,"Coolant, Antifreeze, Gal",Class III — POL,39,44,5,DR,A,,ROUTINE,HAZ-Y1,"SSgt Reyes, J.",2026-03-29,2026-03-29T23:00:00+00:00,,28,9999,False,False
ITM-000224,6545-68-645-7240,"CAT Tourniquet, Gen-7",Class VIII — Medical,149,149,0,EA,C,,SENSITIVE,MED-CAGE,"Sgt Olufsen, K.",2026-04-19,2026-04-19T10:00:00+00:00,2026-04-10,8,17,False,False
